id,hospital_id,branch_name,branch_code,address,city,contact_phone,contact_email,manager_name,total_doctors,status,latitude,longitude
171,56,CarePlus Kothrud Speciality Clinic - Baner Branch,H056-B04,Baner  Pune,Pune,8640280280,,Amit Patel,3,ACTIVE,,
172,57,MotionCare Vyttila Medical Center - Marine Drive Branch,H057-B01,Marine Drive  Kochi,Kochi,7602786348,,Ritika Jain,5,ACTIVE,,
173,57,MotionCare Vyttila Medical Center - Aluva Branch,H057-B02,Aluva  Kochi,Kochi,7981588322,,Suresh Iyer,4,ACTIVE,,
174,57,MotionCare Vyttila Medical Center - Aluva Branch,H057-B03,Aluva  Kochi,Kochi,9740794344,,Suresh Iyer,4,ACTIVE,,
175,58,ApolloCare Prahlad Nagar Wellness Hospital - Navrangpura Branch,H058-B01,Navrangpura  Ahmedabad,Ahmedabad,7246935516,,Neha Sharma,5,ACTIVE,,
176,58,ApolloCare Prahlad Nagar Wellness Hospital - Bopal Branch,H058-B02,Bopal  Ahmedabad,Ahmedabad,8930966634,,Divya Nair,2,ACTIVE,,
177,58,ApolloCare Prahlad Nagar Wellness Hospital - Bopal Branch,H058-B03,Bopal  Ahmedabad,Ahmedabad,7537256563,,Ritika Jain,3,ACTIVE,,
178,59,SpinePlus Janakpuri Wellness Hospital - Lajpat Nagar Branch,H059-B01,Lajpat Nagar  Delhi,Delhi,9965913118,,Kavya Reddy,5,INACTIVE,,
179,59,SpinePlus Janakpuri Wellness Hospital - Karol Bagh Branch,H059-B02,Karol Bagh  Delhi,Delhi,8466766749,,Kavya Reddy,2,ACTIVE,,
180,59,SpinePlus Janakpuri Wellness Hospital - Saket Branch,H059-B03,Saket  Delhi,Delhi,8384503559,,Suresh Iyer,5,ACTIVE,,
181,59,SpinePlus Janakpuri Wellness Hospital - Saket Branch,H059-B04,Saket  Delhi,Delhi,7284014407,,Priya Menon,2,ACTIVE,,
182,60,MotionCare Navi Mumbai Speciality Clinic - Bandra Branch,H060-B01,Bandra  Mumbai,Mumbai,7723805712,,Manoj Singh,2,ACTIVE,,
183,60,MotionCare Navi Mumbai Speciality Clinic - Bandra Branch,H060-B02,Bandra  Mumbai,Mumbai,8494228514,,Suresh Iyer,2,ACTIVE,,
184,61,HealWell Satellite Medical Center - Prahlad Nagar Branch,H061-B01,Prahlad Nagar  Ahmedabad,Ahmedabad,9968076879,,Kavya Reddy,2,ACTIVE,,
185,61,HealWell Satellite Medical Center - Satellite Branch,H061-B02,Satellite  Ahmedabad,Ahmedabad,9909789207,,Kavya Reddy,3,INACTIVE,,
186,61,HealWell Satellite Medical Center - Satellite Branch,H061-B03,Satellite  Ahmedabad,Ahmedabad,9285814273,,Neha Sharma,4,INACTIVE,,
187,61,HealWell Satellite Medical Center - Prahlad Nagar Branch,H061-B04,Prahlad Nagar  Ahmedabad,Ahmedabad,9693924962,,Amit Patel,3,ACTIVE,,
188,62,SpinePlus Hinjewadi Rehab Institute - Hadapsar Branch,H062-B01,Hadapsar  Pune,Pune,8873346676,,Kavya Reddy,5,ACTIVE,,
189,62,SpinePlus Hinjewadi Rehab Institute - Kothrud Branch,H062-B02,Kothrud  Pune,Pune,8418868287,,Rajesh Kumar,4,INACTIVE,,
190,62,SpinePlus Hinjewadi Rehab Institute - Viman Nagar Branch,H062-B03,Viman Nagar  Pune,Pune,7902416177,,Rajesh Kumar,3,ACTIVE,,
191,62,SpinePlus Hinjewadi Rehab Institute - Baner Branch,H062-B04,Baner  Pune,Pune,9859017524,,Amit Patel,2,ACTIVE,,
192,63,SpinePlus Tambaram Healthcare Hub - OMR Branch,H063-B01,OMR  Chennai,Chennai,7109728938,,Priya Menon,3,ACTIVE,,
193,63,SpinePlus Tambaram Healthcare Hub - Tambaram Branch,H063-B02,Tambaram  Chennai,Chennai,7627181063,,Divya Nair,2,ACTIVE,,
194,64,HealWell Edappally Speciality Clinic - Marine Drive Branch,H064-B01,Marine Drive  Kochi,Kochi,7284746978,,Priya Menon,4,ACTIVE,,
195,64,HealWell Edappally Speciality Clinic - Edappally Branch,H064-B02,Edappally  Kochi,Kochi,9293004492,,Manoj Singh,3,ACTIVE,,
196,65,NeuroOrtho Navi Mumbai Wellness Hospital - Andheri Branch,H065-B01,Andheri  Mumbai,Mumbai,8999717908,,Priya Menon,4,ACTIVE,,
197,65,NeuroOrtho Navi Mumbai Wellness Hospital - Powai Branch,H065-B02,Powai  Mumbai,Mumbai,9043654519,,Suresh Iyer,2,ACTIVE,,
198,65,NeuroOrtho Navi Mumbai Wellness Hospital - Andheri Branch,H065-B03,Andheri  Mumbai,Mumbai,7150261554,,Priya Menon,3,ACTIVE,,
199,65,NeuroOrtho Navi Mumbai Wellness Hospital - Powai Branch,H065-B04,Powai  Mumbai,Mumbai,7255922719,,Amit Patel,3,ACTIVE,,
200,66,NeuroOrtho RS Puram Hospital - Saibaba Colony Branch,H066-B01,Saibaba Colony  Coimbatore,Coimbatore,7037247094,,Suresh Iyer,2,INACTIVE,,
201,66,NeuroOrtho RS Puram Hospital - Saibaba Colony Branch,H066-B02,Saibaba Colony  Coimbatore,Coimbatore,7857471771,,Vikram Rao,4,INACTIVE,,
202,66,NeuroOrtho RS Puram Hospital - Gandhipuram Branch,H066-B03,Gandhipuram  Coimbatore,Coimbatore,7006865232,,Neha Sharma,2,ACTIVE,,
203,67,HealWell Kakkanad Rehab Institute - Edappally Branch,H067-B01,Edappally  Kochi,Kochi,9482960462,,Manoj Singh,2,ACTIVE,,
204,67,HealWell Kakkanad Rehab Institute - Edappally Branch,H067-B02,Edappally  Kochi,Kochi,8405744870,,Manoj Singh,3,ACTIVE,,
205,67,HealWell Kakkanad Rehab Institute - Edappally Branch,H067-B03,Edappally  Kochi,Kochi,8603107773,,Kavya Reddy,4,ACTIVE,,
206,68,Medicare C Scheme Hospital - Malviya Nagar Branch,H068-B01,Malviya Nagar  Jaipur,Jaipur,7892733409,,Ritika Jain,4,INACTIVE,,
207,68,Medicare C Scheme Hospital - Vaishali Nagar Branch,H068-B02,Vaishali Nagar  Jaipur,Jaipur,9238818716,,Vikram Rao,4,ACTIVE,,
208,68,Medicare C Scheme Hospital - C Scheme Branch,H068-B03,C Scheme  Jaipur,Jaipur,9135596572,,Priya Menon,5,ACTIVE,,
209,69,SpinePlus Bandra Rehab Institute - Andheri Branch,H069-B01,Andheri  Mumbai,Mumbai,9295603029,,Rajesh Kumar,3,ACTIVE,,
210,69,SpinePlus Bandra Rehab Institute - Bandra Branch,H069-B02,Bandra  Mumbai,Mumbai,8855971189,,Kavya Reddy,5,ACTIVE,,
211,70,Prime Rehab Aluva Speciality Clinic - Vyttila Branch,H070-B01,Vyttila  Kochi,Kochi,9404388015,,Manoj Singh,3,ACTIVE,,
212,70,Prime Rehab Aluva Speciality Clinic - Aluva Branch,H070-B02,Aluva  Kochi,Kochi,7654594806,,Priya Menon,3,INACTIVE,,
213,71,MotionCare Karol Bagh Rehab Institute - Rohini Branch,H071-B01,Rohini  Delhi,Delhi,9915593989,,Kavya Reddy,5,ACTIVE,,
214,71,MotionCare Karol Bagh Rehab Institute - Lajpat Nagar Branch,H071-B02,Lajpat Nagar  Delhi,Delhi,9638384607,,Vikram Rao,4,ACTIVE,,
215,71,MotionCare Karol Bagh Rehab Institute - Saket Branch,H071-B03,Saket  Delhi,Delhi,7224017328,,Neha Sharma,2,ACTIVE,,
216,72,ApolloCare Banjara Hills Rehab Institute - Gachibowli Branch,H072-B01,Gachibowli  Hyderabad,Hyderabad,9113431532,,Divya Nair,3,ACTIVE,,
217,72,ApolloCare Banjara Hills Rehab Institute - Gachibowli Branch,H072-B02,Gachibowli  Hyderabad,Hyderabad,8857302394,,Kavya Reddy,4,ACTIVE,,
218,72,ApolloCare Banjara Hills Rehab Institute - Kukatpally Branch,H072-B03,Kukatpally  Hyderabad,Hyderabad,9649289638,,Amit Patel,5,INACTIVE,,
219,73,HealWell Gachibowli Wellness Hospital - Kukatpally Branch,H073-B01,Kukatpally  Hyderabad,Hyderabad,7205011600,,Ritika Jain,3,ACTIVE,,
220,73,HealWell Gachibowli Wellness Hospital - Gachibowli Branch,H073-B02,Gachibowli  Hyderabad,Hyderabad,8859919289,,Kavya Reddy,3,ACTIVE,,
221,73,HealWell Gachibowli Wellness Hospital - Ameerpet Branch,H073-B03,Ameerpet  Hyderabad,Hyderabad,7814528606,,Vikram Rao,3,ACTIVE,,
222,74,MotionCare Navi Mumbai Rehab Institute - Powai Branch,H074-B01,Powai  Mumbai,Mumbai,7160161995,,Divya Nair,4,ACTIVE,,
223,74,MotionCare Navi Mumbai Rehab Institute - Borivali Branch,H074-B02,Borivali  Mumbai,Mumbai,9061735599,,Neha Sharma,5,ACTIVE,,
224,74,MotionCare Navi Mumbai Rehab Institute - Bandra Branch,H074-B03,Bandra  Mumbai,Mumbai,9001431016,,Suresh Iyer,2,ACTIVE,,
225,74,MotionCare Navi Mumbai Rehab Institute - Navi Mumbai Branch,H074-B04,Navi Mumbai  Mumbai,Mumbai,8743339898,,Suresh Iyer,4,ACTIVE,,
226,75,ApolloCare Wakad Hospital - Kothrud Branch,H075-B01,Kothrud  Pune,Pune,8995190629,,Suresh Iyer,4,ACTIVE,,
227,75,ApolloCare Wakad Hospital - Baner Branch,H075-B02,Baner  Pune,Pune,7056522719,,Ritika Jain,3,ACTIVE,,
228,76,ApolloCare Borivali Medical Center - Powai Branch,H076-B01,Powai  Mumbai,Mumbai,9694421106,,Vikram Rao,5,ACTIVE,,
229,76,ApolloCare Borivali Medical Center - Bandra Branch,H076-B02,Bandra  Mumbai,Mumbai,7632515310,,Amit Patel,4,ACTIVE,,
230,76,ApolloCare Borivali Medical Center - Borivali Branch,H076-B03,Borivali  Mumbai,Mumbai,7654953705,,Vikram Rao,5,ACTIVE,,
231,76,ApolloCare Borivali Medical Center - Andheri Branch,H076-B04,Andheri  Mumbai,Mumbai,7887089850,,Manoj Singh,2,INACTIVE,,
232,77,OrthoLife Vyttila Hospital - Marine Drive Branch,H077-B01,Marine Drive  Kochi,Kochi,8729161693,,Suresh Iyer,4,INACTIVE,,
233,77,OrthoLife Vyttila Hospital - Kakkanad Branch,H077-B02,Kakkanad  Kochi,Kochi,9607302758,,Ritika Jain,5,ACTIVE,,
234,78,Prime Rehab Baner Speciality Clinic - Hinjewadi Branch,H078-B01,Hinjewadi  Pune,Pune,9251691306,,Neha Sharma,3,ACTIVE,,
235,78,Prime Rehab Baner Speciality Clinic - Hadapsar Branch,H078-B02,Hadapsar  Pune,Pune,8335021421,,Manoj Singh,5,ACTIVE,,
236,79,Prime Rehab Mansarovar Hospital - Mansarovar Branch,H079-B01,Mansarovar  Jaipur,Jaipur,9141689506,,Manoj Singh,4,ACTIVE,,
237,79,Prime Rehab Mansarovar Hospital - Tonk Road Branch,H079-B02,Tonk Road  Jaipur,Jaipur,9231319799,,Ritika Jain,2,ACTIVE,,
238,80,ApolloCare Tambaram Speciality Clinic - Tambaram Branch,H080-B01,Tambaram  Chennai,Chennai,9165849144,,Manoj Singh,2,ACTIVE,,
239,80,ApolloCare Tambaram Speciality Clinic - OMR Branch,H080-B02,OMR  Chennai,Chennai,8128844142,,Manoj Singh,4,ACTIVE,,
240,80,ApolloCare Tambaram Speciality Clinic - Adyar Branch,H080-B03,Adyar  Chennai,Chennai,7645482739,,Neha Sharma,4,ACTIVE,,
241,80,ApolloCare Tambaram Speciality Clinic - Velachery Branch,H080-B04,Velachery  Chennai,Chennai,9841017958,,Neha Sharma,2,ACTIVE,,
242,81,CarePlus HSR Layout Healthcare Hub - Whitefield Branch,H081-B01,Whitefield  Bengaluru,Bengaluru,9256584663,,Neha Sharma,5,ACTIVE,,
243,81,CarePlus HSR Layout Healthcare Hub - Jayanagar Branch,H081-B02,Jayanagar  Bengaluru,Bengaluru,8534353565,,Kavya Reddy,2,ACTIVE,,
244,81,CarePlus HSR Layout Healthcare Hub - HSR Layout Branch,H081-B03,HSR Layout  Bengaluru,Bengaluru,7699691787,,Ritika Jain,2,ACTIVE,,
245,81,CarePlus HSR Layout Healthcare Hub - Whitefield Branch,H081-B04,Whitefield  Bengaluru,Bengaluru,8472276439,,Rajesh Kumar,2,ACTIVE,,
246,82,ARthoMove Edappally Wellness Hospital - Marine Drive Branch,H082-B01,Marine Drive  Kochi,Kochi,9346611749,,Neha Sharma,4,ACTIVE,,
247,82,ARthoMove Edappally Wellness Hospital - Vyttila Branch,H082-B02,Vyttila  Kochi,Kochi,7543167040,,Ritika Jain,4,ACTIVE,,
248,83,ARthoMove Gandhipuram Wellness Hospital - Saibaba Colony Branch,H083-B01,Saibaba Colony  Coimbatore,Coimbatore,8192827930,,Ritika Jain,5,ACTIVE,,
249,83,ARthoMove Gandhipuram Wellness Hospital - RS Puram Branch,H083-B02,RS Puram  Coimbatore,Coimbatore,9136317762,,Vikram Rao,5,ACTIVE,,
250,83,ARthoMove Gandhipuram Wellness Hospital - Gandhipuram Branch,H083-B03,Gandhipuram  Coimbatore,Coimbatore,9437402780,,Kavya Reddy,5,ACTIVE,,
251,83,ARthoMove Gandhipuram Wellness Hospital - Peelamedu Branch,H083-B04,Peelamedu  Coimbatore,Coimbatore,7445890237,,Suresh Iyer,2,ACTIVE,,
252,84,OrthoLife Hebbal Wellness Hospital - Hebbal Branch,H084-B01,Hebbal  Bengaluru,Bengaluru,9851423704,,Divya Nair,4,ACTIVE,,
253,84,OrthoLife Hebbal Wellness Hospital - Whitefield Branch,H084-B02,Whitefield  Bengaluru,Bengaluru,8966829273,,Suresh Iyer,2,ACTIVE,,
254,84,OrthoLife Hebbal Wellness Hospital - Koramangala Branch,H084-B03,Koramangala  Bengaluru,Bengaluru,8792897092,,Vikram Rao,5,ACTIVE,,
255,84,OrthoLife Hebbal Wellness Hospital - Hebbal Branch,H084-B04,Hebbal  Bengaluru,Bengaluru,8968736894,,Divya Nair,4,ACTIVE,,
256,85,ApolloCare Ameerpet Healthcare Hub - Secunderabad Branch,H085-B01,Secunderabad  Hyderabad,Hyderabad,9311601240,,Priya Menon,3,ACTIVE,,
257,85,ApolloCare Ameerpet Healthcare Hub - Ameerpet Branch,H085-B02,Ameerpet  Hyderabad,Hyderabad,7089387559,,Amit Patel,5,ACTIVE,,
258,85,ApolloCare Ameerpet Healthcare Hub - Secunderabad Branch,H085-B03,Secunderabad  Hyderabad,Hyderabad,9575744582,,Neha Sharma,4,ACTIVE,,
259,85,ApolloCare Ameerpet Healthcare Hub - Secunderabad Branch,H085-B04,Secunderabad  Hyderabad,Hyderabad,9907651520,,Divya Nair,3,ACTIVE,,
260,86,NeuroOrtho RS Puram Hospital - Singanallur Branch,H086-B01,Singanallur  Coimbatore,Coimbatore,9837735671,,Priya Menon,4,ACTIVE,,
261,86,NeuroOrtho RS Puram Hospital - Gandhipuram Branch,H086-B02,Gandhipuram  Coimbatore,Coimbatore,9421787830,,Rajesh Kumar,2,ACTIVE,,
262,87,ARthoMove Yelahanka Wellness Hospital - Yelahanka Branch,H087-B01,Yelahanka  Bengaluru,Bengaluru,7403618406,,Vikram Rao,2,ACTIVE,,
263,87,ARthoMove Yelahanka Wellness Hospital - Jayanagar Branch,H087-B02,Jayanagar  Bengaluru,Bengaluru,9006728252,,Suresh Iyer,4,ACTIVE,,
264,87,ARthoMove Yelahanka Wellness Hospital - Indiranagar Branch,H087-B03,Indiranagar  Bengaluru,Bengaluru,9248351670,,Rajesh Kumar,2,ACTIVE,,
265,88,CarePlus Anna Nagar Speciality Clinic - Guindy Branch,H088-B01,Guindy  Chennai,Chennai,7819390154,,Divya Nair,2,ACTIVE,,
266,88,CarePlus Anna Nagar Speciality Clinic - Guindy Branch,H088-B02,Guindy  Chennai,Chennai,8388495834,,Priya Menon,3,ACTIVE,,
267,88,CarePlus Anna Nagar Speciality Clinic - Tambaram Branch,H088-B03,Tambaram  Chennai,Chennai,9223030859,,Vikram Rao,3,ACTIVE,,
268,89,OrthoLife Prahlad Nagar Hospital - Prahlad Nagar Branch,H089-B01,Prahlad Nagar  Ahmedabad,Ahmedabad,8463303494,,Neha Sharma,5,ACTIVE,,
269,89,OrthoLife Prahlad Nagar Hospital - Bopal Branch,H089-B02,Bopal  Ahmedabad,Ahmedabad,8108288346,,Divya Nair,2,ACTIVE,,
270,90,Medicare OMR Healthcare Hub - Adyar Branch,H090-B01,Adyar  Chennai,Chennai,9290554381,,Rajesh Kumar,3,ACTIVE,,
271,90,Medicare OMR Healthcare Hub - Tambaram Branch,H090-B02,Tambaram  Chennai,Chennai,9051051193,,Rajesh Kumar,2,ACTIVE,,
272,90,Medicare OMR Healthcare Hub - T Nagar Branch,H090-B03,T Nagar  Chennai,Chennai,8287333077,,Neha Sharma,3,ACTIVE,,
273,90,Medicare OMR Healthcare Hub - OMR Branch,H090-B04,OMR  Chennai,Chennai,9750261586,,Kavya Reddy,2,ACTIVE,,
274,91,ARthoMove Indiranagar Healthcare Hub - Jayanagar Branch,H091-B01,Jayanagar  Bengaluru,Bengaluru,8063447094,,Amit Patel,4,ACTIVE,,
275,91,ARthoMove Indiranagar Healthcare Hub - HSR Layout Branch,H091-B02,HSR Layout  Bengaluru,Bengaluru,7343411825,,Vikram Rao,2,ACTIVE,,
276,91,ARthoMove Indiranagar Healthcare Hub - Koramangala Branch,H091-B03,Koramangala  Bengaluru,Bengaluru,8085412447,,Manoj Singh,4,ACTIVE,,
277,92,OrthoLife Secunderabad Healthcare Hub - Kukatpally Branch,H092-B01,Kukatpally  Hyderabad,Hyderabad,8758887143,,Suresh Iyer,5,ACTIVE,,
278,92,OrthoLife Secunderabad Healthcare Hub - Kukatpally Branch,H092-B02,Kukatpally  Hyderabad,Hyderabad,7061941737,,Neha Sharma,2,ACTIVE,,
279,92,OrthoLife Secunderabad Healthcare Hub - Banjara Hills Branch,H092-B03,Banjara Hills  Hyderabad,Hyderabad,8283600651,,Ritika Jain,2,ACTIVE,,
280,93,NeuroOrtho Hadapsar Wellness Hospital - Wakad Branch,H093-B01,Wakad  Pune,Pune,7826199890,,Kavya Reddy,4,ACTIVE,,
281,93,NeuroOrtho Hadapsar Wellness Hospital - Baner Branch,H093-B02,Baner  Pune,Pune,8484690936,,Amit Patel,3,ACTIVE,,
282,93,NeuroOrtho Hadapsar Wellness Hospital - Hadapsar Branch,H093-B03,Hadapsar  Pune,Pune,8803972781,,Suresh Iyer,5,ACTIVE,,
283,93,NeuroOrtho Hadapsar Wellness Hospital - Kothrud Branch,H093-B04,Kothrud  Pune,Pune,8076015004,,Ritika Jain,3,ACTIVE,,
284,94,Medicare Mansarovar Healthcare Hub - C Scheme Branch,H094-B01,C Scheme  Jaipur,Jaipur,7885380533,,Divya Nair,4,ACTIVE,,
285,94,Medicare Mansarovar Healthcare Hub - C Scheme Branch,H094-B02,C Scheme  Jaipur,Jaipur,9086943837,,Kavya Reddy,4,ACTIVE,,
286,94,Medicare Mansarovar Healthcare Hub - Vaishali Nagar Branch,H094-B03,Vaishali Nagar  Jaipur,Jaipur,9879661130,,Amit Patel,2,ACTIVE,,
287,94,Medicare Mansarovar Healthcare Hub - C Scheme Branch,H094-B04,C Scheme  Jaipur,Jaipur,9029991202,,Divya Nair,2,ACTIVE,,
288,95,SpinePlus Navi Mumbai Wellness Hospital - Borivali Branch,H095-B01,Borivali  Mumbai,Mumbai,9052152574,,Ritika Jain,2,ACTIVE,,
289,95,SpinePlus Navi Mumbai Wellness Hospital - Andheri Branch,H095-B02,Andheri  Mumbai,Mumbai,9878697280,,Ritika Jain,4,ACTIVE,,
290,95,SpinePlus Navi Mumbai Wellness Hospital - Dadar Branch,H095-B03,Dadar  Mumbai,Mumbai,7778527532,,Manoj Singh,2,ACTIVE,,
291,95,SpinePlus Navi Mumbai Wellness Hospital - Andheri Branch,H095-B04,Andheri  Mumbai,Mumbai,7581287047,,Suresh Iyer,3,ACTIVE,,
292,96,ApolloCare RS Puram Hospital - Gandhipuram Branch,H096-B01,Gandhipuram  Coimbatore,Coimbatore,8625028451,,Neha Sharma,2,ACTIVE,,
293,96,ApolloCare RS Puram Hospital - Gandhipuram Branch,H096-B02,Gandhipuram  Coimbatore,Coimbatore,7072731256,,Amit Patel,5,ACTIVE,,
294,96,ApolloCare RS Puram Hospital - Gandhipuram Branch,H096-B03,Gandhipuram  Coimbatore,Coimbatore,9974164927,,Manoj Singh,3,ACTIVE,,
295,96,ApolloCare RS Puram Hospital - Gandhipuram Branch,H096-B04,Gandhipuram  Coimbatore,Coimbatore,9569187594,,Divya Nair,5,ACTIVE,,
296,97,ARthoMove Saibaba Colony Medical Center - Saibaba Colony Branch,H097-B01,Saibaba Colony  Coimbatore,Coimbatore,9383586558,,Kavya Reddy,2,ACTIVE,,
297,97,ARthoMove Saibaba Colony Medical Center - RS Puram Branch,H097-B02,RS Puram  Coimbatore,Coimbatore,9531234157,,Divya Nair,5,ACTIVE,,
298,97,ARthoMove Saibaba Colony Medical Center - Peelamedu Branch,H097-B03,Peelamedu  Coimbatore,Coimbatore,9222039087,,Suresh Iyer,5,ACTIVE,,
299,97,ARthoMove Saibaba Colony Medical Center - Peelamedu Branch,H097-B04,Peelamedu  Coimbatore,Coimbatore,9580376650,,Manoj Singh,5,ACTIVE,,
300,98,Prime Rehab Vaishali Nagar Hospital - Vaishali Nagar Branch,H098-B01,Vaishali Nagar  Jaipur,Jaipur,9926562319,,Neha Sharma,3,ACTIVE,,
301,98,Prime Rehab Vaishali Nagar Hospital - C Scheme Branch,H098-B02,C Scheme  Jaipur,Jaipur,8132562928,,Ritika Jain,3,ACTIVE,,
302,98,Prime Rehab Vaishali Nagar Hospital - C Scheme Branch,H098-B03,C Scheme  Jaipur,Jaipur,8958214308,,Amit Patel,5,ACTIVE,,
303,99,OrthoLife Kothrud Wellness Hospital - Kothrud Branch,H099-B01,Kothrud  Pune,Pune,8580470928,,Divya Nair,3,ACTIVE,,
304,99,OrthoLife Kothrud Wellness Hospital - Wakad Branch,H099-B02,Wakad  Pune,Pune,7612813274,,Neha Sharma,2,ACTIVE,,
305,99,OrthoLife Kothrud Wellness Hospital - Baner Branch,H099-B03,Baner  Pune,Pune,8445531905,,Manoj Singh,4,INACTIVE,,
306,99,OrthoLife Kothrud Wellness Hospital - Viman Nagar Branch,H099-B04,Viman Nagar  Pune,Pune,8764369488,,Rajesh Kumar,3,ACTIVE,,
307,100,Prime Rehab Kukatpally Healthcare Hub - Ameerpet Branch,H100-B01,Ameerpet  Hyderabad,Hyderabad,7651192045,,Rajesh Kumar,3,INACTIVE,,
308,100,Prime Rehab Kukatpally Healthcare Hub - Madhapur Branch,H100-B02,Madhapur  Hyderabad,Hyderabad,8625974015,,Divya Nair,2,ACTIVE,,
309,100,Prime Rehab Kukatpally Healthcare Hub - Kukatpally Branch,H100-B03,Kukatpally  Hyderabad,Hyderabad,9122647874,,Kavya Reddy,5,ACTIVE,,
